# CDFTB-CI Extracted Data with Energy Fluctuations
# Frame  Time(fs)   J_lowdin(meV)      dE1(Ha)           dE2(Ha)
# dE1 = E1(CDFTB-CI) - E(QM/MM)
# dE2 = E2(CDFTB-CI) - E(QM/MM)
186757  747028.00       -80.2590       0.2258655727       0.2356121279
186758  747032.00        83.4635       0.2251886490       0.2349860467
186759  747036.00        85.3678       0.2261995619       0.2356225078
186760  747040.00        84.6774       0.2258869031       0.2357249176
186761  747044.00            nan                nan                nan
186762  747048.00       -74.2620       0.2235503805       0.2355347760
186763  747052.00        69.5785       0.2235258666       0.2366112789
186764  747056.00       -66.8653       0.2262296304       0.2372617891
186765  747060.00       -65.7255       0.2293118948       0.2384089360
186766  747064.00        61.4443       0.2294313342       0.2378428188
186767  747068.00       -63.9999       0.2291902206       0.2380294313
186768  747072.00       -68.6719       0.2289285097       0.2384160527
186769  747076.00        77.5560       0.2291589636       0.2387669084
186770  747080.00            nan                nan                nan
186771  747084.00       -80.3362       0.2276984627       0.2397520959
186772  747088.00        79.5450       0.2256259065       0.2397453639
186773  747092.00        77.7461       0.2251766822       0.2394550387
186774  747096.00       -74.7530       0.2264094826       0.2379870734
186775  747100.00        76.0948       0.2270968892       0.2356283703
186776  747104.00       -72.9794       0.2258712763       0.2345508133
186777  747108.00       -70.7808       0.2241100589       0.2348229737
186778  747112.00        69.0030       0.2246210290       0.2369977481
186779  747116.00        65.7890       0.2267366860       0.2394322346
186780  747120.00       -70.0211       0.2297935624       0.2397826912
186781  747124.00       -68.2648       0.2315289610       0.2410763080
186782  747128.00        65.6611       0.2307322315       0.2420665674
186783  747132.00        63.2828       0.2306143388       0.2427726742
186784  747136.00       -56.6514       0.2305761452       0.2431718941
186785  747140.00       -60.8089       0.2298997414       0.2407393951
186786  747144.00       -62.2251       0.2291846410       0.2385703225
186787  747148.00       -63.1995       0.2273391712       0.2375858879
186788  747152.00       -67.2756       0.2276900895       0.2385136392
186789  747156.00       -66.4592       0.2293584792       0.2405336158
186790  747160.00        67.3546       0.2297423957       0.2404420387
186791  747164.00        69.6016       0.2291105811       0.2393505853
186792  747168.00        68.1012       0.2271850531       0.2385491176
186793  747172.00        69.2200       0.2259282912       0.2397828731
186794  747176.00       -68.3133       0.2275988324       0.2423729854
186795  747180.00       -64.1775       0.2299694666       0.2424738201
186796  747184.00       -67.3661       0.2304523047       0.2408487609
186797  747188.00        68.6758       0.2289667169       0.2389052139
186798  747192.00       -68.6449       0.2266083109       0.2379747363
186799  747196.00       -73.3849       0.2271001867       0.2396908864
186800  747200.00        68.7181       0.2291544934       0.2417287506
186801  747204.00       -72.5965       0.2298545949       0.2422166891
186802  747208.00       -75.8730       0.2292144312       0.2404338005
186803  747212.00       -82.3327       0.2272304176       0.2392217674
186804  747216.00        88.8446       0.2253214545       0.2388619054
186805  747220.00       -86.4391       0.2252639122       0.2392194827
186806  747224.00        82.9848       0.2244319396       0.2386234359
186807  747228.00       -90.4472       0.2228469507       0.2358463981
186808  747232.00        90.4036       0.2217659591       0.2340426608
186809  747236.00        91.9330       0.2222858849       0.2340012087
186810  747240.00        90.2947       0.2253203015       0.2362111379
186811  747244.00        81.5242       0.2278527795       0.2396732360
186812  747248.00       -84.9828       0.2280135224       0.2407487798
186813  747252.00       -89.7708       0.2273571446       0.2399357529
186814  747256.00        89.1621       0.2267394468       0.2383520500
186815  747260.00       -89.6009       0.2274407640       0.2379744196
186816  747264.00       -80.6657       0.2278596907       0.2396665943
186817  747268.00        76.0905       0.2266228110       0.2392625409
186818  747272.00       -82.7765       0.2250428631       0.2362308908
186819  747276.00       -78.5852       0.2238503574       0.2325111407
186820  747280.00        75.6089       0.2242108608       0.2313350006
186821  747284.00       -69.8726       0.2263734905       0.2344391794
186822  747288.00        63.7644       0.2265013719       0.2369211514
186823  747292.00       -72.3170       0.2255393797       0.2370838039
186824  747296.00       -77.3249       0.2250940278       0.2348395122
186825  747300.00       -78.2464       0.2254536092       0.2337652828
186826  747304.00        82.2334       0.2263967223       0.2353877941
186827  747308.00        75.4466       0.2264564422       0.2377658610
186828  747312.00       -75.2773       0.2256304118       0.2383842847
186829  747316.00        75.5221       0.2262302649       0.2352372406
186830  747320.00        73.0414       0.2277012632       0.2332781740
186831  747324.00       -64.5773       0.2294771570       0.2342425355
186832  747328.00        59.9224       0.2307791112       0.2370459849
186833  747332.00       -54.8178       0.2292902402       0.2393042684
186834  747336.00        55.7771       0.2290622039       0.2397076929
186835  747340.00        58.9477       0.2304331254       0.2390649094
186836  747344.00        54.9976       0.2309706722       0.2373145746
186837  747348.00        53.9072       0.2293801935       0.2365866576
186838  747352.00       -48.3934       0.2261460342       0.2351815704
186839  747356.00       -51.0757       0.2238544697       0.2325017713
186840  747360.00        55.3907       0.2249536325       0.2326018097
186841  747364.00       -49.7529       0.2278847973       0.2334678785
186842  747368.00        49.0446       0.2304308705       0.2359350324
186843  747372.00        51.6439       0.2312358422       0.2395969612
186844  747376.00       -50.5655       0.2318739009       0.2413199167
186845  747380.00       -56.6264       0.2334530045       0.2416089029
186846  747384.00       -56.8553       0.2341278930       0.2410165567
186847  747388.00        53.3821       0.2322077479       0.2393725046
186848  747392.00       -52.9105       0.2296583246       0.2386020063
186849  747396.00       -49.3239       0.2284025249       0.2376591319
186850  747400.00       -46.2925       0.2297041649       0.2377597368
186851  747404.00        40.3203       0.2327016843       0.2386042499
186852  747408.00       -42.8397       0.2326240501       0.2376227654
186853  747412.00        40.3568       0.2293519457       0.2354068228
186854  747416.00       -40.5794       0.2263664101       0.2343051390
186855  747420.00       -41.4112       0.2263726917       0.2354167589
186856  747424.00        42.9749       0.2290033224       0.2385832887
186857  747428.00        38.7391       0.2305501872       0.2415069093
186858  747432.00        45.3698       0.2292906793       0.2407033119
186859  747436.00       -51.7917       0.2280143470       0.2363288828
186860  747440.00       -49.9240       0.2280850356       0.2332199027
186861  747444.00       -53.4279       0.2292380508       0.2336577517
186862  747448.00        51.4576       0.2300078691       0.2366560286
186863  747452.00       -46.7682       0.2285902078       0.2396236259
186864  747456.00       -50.8102       0.2284141527       0.2401230912
186865  747460.00       -49.8703       0.2301573113       0.2388804170
186866  747464.00        53.6157       0.2316597404       0.2373733911
186867  747468.00       -56.0026       0.2310761654       0.2376696592
186868  747472.00        51.4419       0.2262344679       0.2357347296
186869  747476.00       -51.5322       0.2222386981       0.2329702683
186870  747480.00        52.0107       0.2229180882       0.2319931392
186871  747484.00        46.2605       0.2266603381       0.2319597358
186872  747488.00       -47.1979       0.2291828909       0.2341176399
186873  747492.00        46.3907       0.2283427252       0.2354625732
186874  747496.00       -41.1205       0.2256939384       0.2345182395
186875  747500.00       -42.3505       0.2258001030       0.2345110253
186876  747504.00        39.8733       0.2282363484       0.2351593129
186877  747508.00        40.5896       0.2299760297       0.2377652021
186878  747512.00       -40.7255       0.2297536353       0.2399341577
186879  747516.00        47.6195       0.2283884686       0.2391364404
186880  747520.00       -52.4407       0.2286465641       0.2363457913
186881  747524.00       -55.3048       0.2298861842       0.2343389277
186882  747528.00        53.8519       0.2297091623       0.2336672023
186883  747532.00        51.6555       0.2283674698       0.2331548359
186884  747536.00       -46.8141       0.2260806136       0.2342789570
186885  747540.00       -44.7321       0.2260434749       0.2361218666
186886  747544.00        46.8014       0.2288491088       0.2383789428
186887  747548.00       -37.6670       0.2315119048       0.2387568823
186888  747552.00       -39.7915       0.2309885221       0.2367331062
186889  747556.00       -42.0137       0.2275668773       0.2347039220
186890  747560.00       -41.0818       0.2253800035       0.2330805146
186891  747564.00       -45.3617       0.2265506207       0.2329130663
186892  747568.00        45.6998       0.2289554702       0.2343910563
186893  747572.00       -43.0480       0.2301994888       0.2346686900
186894  747576.00        48.1089       0.2295655431       0.2352843251
186895  747580.00       -48.0202       0.2287877724       0.2359977213
186896  747584.00       -50.8536       0.2296332925       0.2374970286
186897  747588.00        50.2248       0.2311515615       0.2396229912
186898  747592.00        47.7025       0.2304149147       0.2389116901
186899  747596.00        54.0321       0.2273955293       0.2368822657
186900  747600.00       -58.6738       0.2247089665       0.2336102965
186901  747604.00       -62.9249       0.2243908550       0.2322282300
186902  747608.00        58.5735       0.2257562657       0.2331197875
186903  747612.00       -52.1060       0.2261917083       0.2328180018
186904  747616.00       -48.7472       0.2251876086       0.2329412311
186905  747620.00        53.3923       0.2242035165       0.2329118645
186906  747624.00       -48.9632       0.2248299603       0.2339943402
186907  747628.00       -47.7828       0.2275163708       0.2372451723
186908  747632.00        44.5781       0.2289234905       0.2384499517
186909  747636.00       -33.3653       0.2279707729       0.2370782029
186910  747640.00        41.5566       0.2261711237       0.2347203952
186911  747644.00       -39.5620       0.2251796639       0.2331307542
186912  747648.00       -41.2953       0.2254543567       0.2342253827
186913  747652.00       -38.5344       0.2257816837       0.2369147790
186914  747656.00       -48.0752       0.2245160750       0.2373052984
186915  747660.00       -53.3110       0.2234273426       0.2336544318
186916  747664.00        51.6642       0.2242327501       0.2322456105
186917  747668.00       -49.3411       0.2262687233       0.2346798756
186918  747672.00       -46.4548       0.2274283875       0.2389219067
186919  747676.00        42.1590       0.2261934345       0.2416042311
186920  747680.00       -50.6701       0.2241089935       0.2389672823
186921  747684.00        55.5339       0.2234445281       0.2352177287
186922  747688.00        52.9699       0.2242233332       0.2329172451
186923  747692.00        50.2805       0.2254920953       0.2334013698
186924  747696.00        43.6356       0.2263628530       0.2360673699
186925  747700.00       -40.5915       0.2269345496       0.2372529970
186926  747704.00        44.9775       0.2272582351       0.2366681178
186927  747708.00        44.6893       0.2280981868       0.2363394051
186928  747712.00        43.2146       0.2290470343       0.2371778429
186929  747716.00        44.3118       0.2284356046       0.2387242222
186930  747720.00       -48.0617       0.2263085594       0.2379979266
186931  747724.00        54.2546       0.2251533738       0.2350659324
186932  747728.00        57.9090       0.2244491537       0.2321038820
186933  747732.00        56.1927       0.2243033583       0.2323698374
186934  747736.00        54.2087       0.2233003527       0.2328786034
186935  747740.00        56.7228       0.2221071799       0.2326063901
186936  747744.00        65.1335       0.2229814220       0.2333441384
186937  747748.00       -67.3570       0.2255812099       0.2334578030
186938  747752.00        61.5297       0.2284091422       0.2357835220
186939  747756.00       -59.0066       0.2300886802       0.2398218203
186940  747760.00        54.4592       0.2287766084       0.2415176146
186941  747764.00        54.8618       0.2259193262       0.2392774477
186942  747768.00       -58.1726       0.2250962098       0.2345760718
186943  747772.00        55.6700       0.2259988000       0.2331057200
186944  747776.00       -49.9926       0.2279361190       0.2347225765
186945  747780.00       -47.8435       0.2287612505       0.2364278026
186946  747784.00        51.4712       0.2271608666       0.2358227749
186947  747788.00       -49.6340       0.2251622895       0.2348356797
186948  747792.00       -53.3841       0.2242396238       0.2361486503
186949  747796.00       -44.5085       0.2240499424       0.2373478639
186950  747800.00       -45.9524       0.2253477186       0.2379689013
186951  747804.00       -49.6010       0.2264055276       0.2361357681
186952  747808.00       -52.6857       0.2269286981       0.2339056592
186953  747812.00       -57.3547       0.2268963802       0.2339473696
186954  747816.00        56.1435       0.2260316868       0.2350404432
186955  747820.00        52.9672       0.2252078796       0.2358337090
186956  747824.00       -53.4903       0.2250370219       0.2345597133
186957  747828.00        54.5527       0.2264696717       0.2333646841
186958  747832.00        55.6438       0.2295573673       0.2366404542
186959  747836.00       -55.3436       0.2325590685       0.2412722785
186960  747840.00       -50.7338       0.2329984385       0.2428575252
186961  747844.00       -56.0236       0.2305075645       0.2385191529
186962  747848.00       -58.1364       0.2267671637       0.2333426280
186963  747852.00        57.2969       0.2242381051       0.2320881241
186964  747856.00        54.6444       0.2236866866       0.2336928418
186965  747860.00       -49.9002       0.2240351906       0.2350005236
186966  747864.00       -50.0707       0.2245065062       0.2331692772
186967  747868.00        55.6133       0.2245384624       0.2309675750
186968  747872.00       -56.1263       0.2247021197       0.2311635475
186969  747876.00        55.3303       0.2252559285       0.2338488105
186970  747880.00       -57.1475       0.2259983284       0.2370540800
186971  747884.00        55.7710       0.2275022963       0.2367673481
186972  747888.00        65.2988       0.2281787666       0.2342810377
186973  747892.00        68.6840       0.2283341716       0.2334904633
186974  747896.00        65.4030       0.2289874305       0.2342403308
186975  747900.00        67.3012       0.2273273236       0.2350568453
186976  747904.00       -63.2693       0.2247412631       0.2331054003
186977  747908.00        66.8730       0.2238095279       0.2309371937
186978  747912.00        71.6121       0.2242967889       0.2306466034
186979  747916.00       -68.7146       0.2274560445       0.2338164978
186980  747920.00        70.2941       0.2298612814       0.2375070850
186981  747924.00        68.3217       0.2293510451       0.2370041867
186982  747928.00       -67.7176       0.2274096279       0.2344801726
186983  747932.00        71.8982       0.2250286275       0.2316759509
186984  747936.00       -70.3735       0.2245062770       0.2317857826
186985  747940.00        66.1927       0.2258450094       0.2351597974
186986  747944.00        66.0306       0.2263363351       0.2358571254
186987  747948.00       -65.5149       0.2275921754       0.2345353748
186988  747952.00        73.3598       0.2285506654       0.2341606230
186989  747956.00        76.7561       0.2304425388       0.2365154012
186990  747960.00       -76.5278       0.2326261776       0.2408373764
186991  747964.00       -76.9625       0.2324588212       0.2430836561
186992  747968.00            nan                nan                nan
186993  747972.00        82.9064       0.2313044486       0.2379669171
186994  747976.00        86.8108       0.2294823546       0.2360055892
186995  747980.00       -86.0848       0.2284951152       0.2357915012
186996  747984.00       -80.0945       0.2259405180       0.2354616123
186997  747988.00        80.0415       0.2238895493       0.2346186779
186998  747992.00       -78.3045       0.2245123269       0.2327300813
186999  747996.00       -81.6535       0.2268169096       0.2339681202
187000  748000.00        78.9435       0.2304329191       0.2378049162
187001  748004.00        77.2667       0.2318409358       0.2407856675
187002  748008.00        75.2271       0.2304763276       0.2405588283
187003  748012.00        73.7631       0.2294660238       0.2379668822
187004  748016.00       -70.1790       0.2298638042       0.2370512188
187005  748020.00       -71.7424       0.2303247366       0.2380158236
187006  748024.00       -72.4300       0.2298736117       0.2388750210
187007  748028.00       -72.0630       0.2278028622       0.2373573856
187008  748032.00       -78.5325       0.2266986182       0.2352692457
187009  748036.00        79.5191       0.2279016448       0.2353569421
187010  748040.00       -83.5909       0.2287523139       0.2362723785
187011  748044.00       -83.3655       0.2289767097       0.2382475299
187012  748048.00        78.5175       0.2277122466       0.2386014711
187013  748052.00       -78.5438       0.2267642314       0.2372778773
187014  748056.00       -77.1704       0.2277713476       0.2369802171
187015  748060.00       -73.9442       0.2282929729       0.2363515303
187016  748064.00       -70.0487       0.2272321161       0.2360398084
187017  748068.00       -61.7319       0.2248875076       0.2353092228
187018  748072.00       -57.2455       0.2226959299       0.2336284102
187019  748076.00       -56.4270       0.2243267624       0.2347673473
187020  748080.00        51.4081       0.2292883039       0.2379247379
187021  748084.00        51.9238       0.2339003040       0.2424569990
187022  748088.00       -53.6715       0.2355532133       0.2434355061
187023  748092.00        60.5130       0.2328001958       0.2396920687
187024  748096.00        65.1942       0.2296517370       0.2377460640
187025  748100.00       -63.1538       0.2282241915       0.2383204901
187026  748104.00       -62.1070       0.2269613361       0.2394967678
187027  748108.00        64.9480       0.2263179161       0.2389993064
187028  748112.00       -72.4820       0.2257867259       0.2347757423
187029  748116.00        82.4787       0.2252209382       0.2318082526
187030  748120.00        83.9252       0.2272437633       0.2335335412
187031  748124.00        75.8938       0.2304278396       0.2374607564
187032  748128.00       -70.6649       0.2307567744       0.2412814955
187033  748132.00        69.6401       0.2296111732       0.2409653623
187034  748136.00       -73.0683       0.2284429905       0.2377744827
187035  748140.00        78.1203       0.2296735918       0.2378921974
187036  748144.00       -71.8501       0.2320223326       0.2410960910
187037  748148.00        70.4783       0.2321829255       0.2427464214
187038  748152.00        71.5408       0.2301912863       0.2406169506
187039  748156.00       -67.8689       0.2273627389       0.2355018487
187040  748160.00        68.8047       0.2271991382       0.2340082007
187041  748164.00       -68.3660       0.2305423756       0.2375989578
187042  748168.00        66.0683       0.2327042301       0.2409739220
187043  748172.00        67.8040       0.2323475173       0.2418470594
187044  748176.00        66.3943       0.2310182916       0.2391844845
187045  748180.00        69.0515       0.2288344766       0.2365143892
187046  748184.00        71.0256       0.2274302588       0.2379086957
187047  748188.00       -68.4337       0.2261337052       0.2387238004
187048  748192.00        69.6642       0.2248884290       0.2370001814
187049  748196.00       -70.4202       0.2255145408       0.2339416023
187050  748200.00       -68.8495       0.2280918615       0.2335261626
187051  748204.00        64.7229       0.2325344033       0.2377256272
187052  748208.00        59.4270       0.2353531579       0.2427868755
187053  748212.00       -50.6586       0.2344431265       0.2448239638
187054  748216.00        52.2467       0.2318955292       0.2418711630
187055  748220.00       -49.8042       0.2298155003       0.2381247460
187056  748224.00        48.9671       0.2295020869       0.2386305410
187057  748228.00        46.5840       0.2306337038       0.2403676096
187058  748232.00       -45.9997       0.2306060995       0.2400072518
187059  748236.00        44.8178       0.2290205960       0.2361133060
187060  748240.00       -43.8779       0.2280285890       0.2329068373
187061  748244.00       -45.9348       0.2279743680       0.2330396639
187062  748248.00       -46.8314       0.2278384091       0.2361799353
187063  748252.00       -47.3624       0.2270640660       0.2388915480
187064  748256.00       -48.4627       0.2272963339       0.2383968535
187065  748260.00        46.6313       0.2293357751       0.2375776134
187066  748264.00       -50.6500       0.2307906267       0.2383628902
187067  748268.00        54.4046       0.2304736686       0.2408607366
187068  748272.00       -48.6392       0.2287600596       0.2417836035
187069  748276.00        51.3063       0.2261617930       0.2378163642
187070  748280.00        55.1803       0.2254305487       0.2340769864
187071  748284.00       -54.9872       0.2271375100       0.2331681562
187072  748288.00       -58.2799       0.2297188909       0.2359049071
187073  748292.00        53.5619       0.2305938956       0.2395209514
187074  748296.00        51.1671       0.2285794617       0.2389657508
187075  748300.00        51.8217       0.2259104827       0.2358931207
187076  748304.00        52.8725       0.2240010283       0.2328562736
187077  748308.00       -57.1288       0.2233360656       0.2326001102
187078  748312.00        54.5165       0.2227089106       0.2344424610
187079  748316.00       -54.1295       0.2224991326       0.2340006551
187080  748320.00        62.1012       0.2232805469       0.2320598615
187081  748324.00        65.0177       0.2249115268       0.2316635703
187082  748328.00       -65.3498       0.2265558768       0.2339807334
187083  748332.00        62.9881       0.2271154141       0.2379053387
187084  748336.00       -64.2573       0.2267191786       0.2384794562
187085  748340.00       -68.6896       0.2272148467       0.2369849305
187086  748344.00       -75.1420       0.2285613704       0.2373280645
187087  748348.00        72.3842       0.2301495123       0.2400019910
187088  748352.00       -70.3953       0.2295668792       0.2422458821
187089  748356.00       -69.0403       0.2272256078       0.2405983138
187090  748360.00        65.4557       0.2245427813       0.2348346339
187091  748364.00       -72.2510       0.2233269840       0.2306747287
187092  748368.00        72.4824       0.2244496342       0.2317984732
187093  748372.00       -68.4213       0.2255856322       0.2351834882
187094  748376.00       -68.9857       0.2259507857       0.2395160357
187095  748380.00       -75.9791       0.2261946597       0.2404255825
187096  748384.00        79.0334       0.2269440510       0.2384347010
187097  748388.00       -78.5841       0.2279073491       0.2389313357
187098  748392.00       -77.7696       0.2274969328       0.2404659450
187099  748396.00       -79.6390       0.2268318047       0.2416801057
187100  748400.00       -84.0425       0.2277797268       0.2414379873
187101  748404.00       -85.5796       0.2290579843       0.2385570466
187102  748408.00        87.5922       0.2302549093       0.2387146090
187103  748412.00        83.9981       0.2304826177       0.2407331241
187104  748416.00       -75.8722       0.2295248098       0.2428445075
187105  748420.00       -71.9694       0.2285903007       0.2436201082
187106  748424.00        70.7805       0.2286752224       0.2405299556
187107  748428.00       -72.3668       0.2290666997       0.2374598072
187108  748432.00       -70.1052       0.2288104125       0.2373417059
187109  748436.00       -65.4261       0.2277881562       0.2389417244
187110  748440.00       -65.5453       0.2265406113       0.2395110855
187111  748444.00        67.6952       0.2262165507       0.2372264439
187112  748448.00        68.1252       0.2272377778       0.2361392541
187113  748452.00        70.5011       0.2288210491       0.2380232759
187114  748456.00        72.8449       0.2304160917       0.2412827400
187115  748460.00        74.6334       0.2315989789       0.2414997921
187116  748464.00       -78.1886       0.2317208286       0.2398802269
187117  748468.00        78.1347       0.2305723957       0.2388328470
187118  748472.00       -79.9056       0.2296933184       0.2408220350
187119  748476.00        79.1361       0.2294383526       0.2448183313
187120  748480.00       -81.1916       0.2302097971       0.2443289811
187121  748484.00       -94.2824       0.2311858094       0.2408017763
187122  748488.00      -102.6363       0.2299772469       0.2376759172
187123  748492.00      -109.5466       0.2277736795       0.2363581807
187124  748496.00       107.2494       0.2253577770       0.2391886321
187125  748500.00       100.9523       0.2235921161       0.2416614609
187126  748504.00       101.0947       0.2256064604       0.2412238870
187127  748508.00       107.2600       0.2297375337       0.2404014646
187128  748512.00      -111.8245       0.2310022966       0.2404834533
187129  748516.00       107.1687       0.2300077517       0.2428975621
187130  748520.00       104.1254       0.2271610108       0.2426119484
187131  748524.00      -110.3628       0.2258396219       0.2392133931
187132  748528.00       125.1422       0.2278044448       0.2386830948
187133  748532.00       134.3626       0.2300604780       0.2407975762
187134  748536.00      -134.9031       0.2314111630       0.2447260475
187135  748540.00       128.8181       0.2310161284       0.2468394148
187136  748544.00       125.8270       0.2293150263       0.2436915807
187137  748548.00       129.4778       0.2288334306       0.2394659437
187138  748552.00      -133.9992       0.2282122513       0.2380673925
187139  748556.00      -133.2380       0.2283234766       0.2392656701
187140  748560.00      -123.5461       0.2272237238       0.2423569527
187141  748564.00       122.0907       0.2262643653       0.2429226277
187142  748568.00      -124.6796       0.2264029838       0.2391911510
187143  748572.00       124.3760       0.2283484105       0.2378972656
187144  748576.00      -120.5995       0.2293911530       0.2389348912
187145  748580.00       110.9692       0.2282599881       0.2400834194
187146  748584.00       103.5079       0.2274820857       0.2412774984
187147  748588.00       103.8995       0.2281172114       0.2405435985
187148  748592.00      -103.7407       0.2308485459       0.2408644099
187149  748596.00       101.5340       0.2340362615       0.2436534779
187150  748600.00        98.9888       0.2343610947       0.2452006194
187151  748604.00       -99.7332       0.2322570474       0.2442611918
187152  748608.00      -105.2179       0.2289384796       0.2392863871
187153  748612.00       107.1585       0.2272305946       0.2361200346
187154  748616.00       104.4088       0.2282300198       0.2369838696
187155  748620.00        97.7525       0.2295049049       0.2400255699
187156  748624.00        90.3266       0.2303165540       0.2431996906
187157  748628.00        93.8073       0.2307683096       0.2418435444
187158  748632.00       -95.3963       0.2305851256       0.2396449780
187159  748636.00        89.3956       0.2302422954       0.2392079170
187160  748640.00        85.8071       0.2293506227       0.2400382489
187161  748644.00        82.0477       0.2288959611       0.2413100851
187162  748648.00       -86.1076       0.2295970295       0.2399558084
187163  748652.00       -90.1097       0.2309537731       0.2385133707
187164  748656.00       -86.3907       0.2328681168       0.2400330808
187165  748660.00        82.3530       0.2339103424       0.2422802920
187166  748664.00       -79.8478       0.2323921309       0.2434497577
187167  748668.00        77.9189       0.2307053411       0.2414289601
187168  748672.00       -81.9313       0.2300361018       0.2380639143
187169  748676.00        85.6850       0.2293874242       0.2361946306
187170  748680.00        86.2346       0.2292290152       0.2367476454
187171  748684.00       -90.7883       0.2280709473       0.2381810664
187172  748688.00        94.7992       0.2262474699       0.2369225071
187173  748692.00        97.5751       0.2259812452       0.2365461538
187174  748696.00      -104.1108       0.2264683840       0.2369007330
187175  748700.00       104.5027       0.2278569079       0.2386647583
187176  748704.00      -105.2928       0.2281162984       0.2400738493
187177  748708.00      -104.8161       0.2271626068       0.2383486216
187178  748712.00      -102.9523       0.2274329980       0.2375300459
187179  748716.00        99.7376       0.2276170502       0.2376950487
187180  748720.00        98.5266       0.2287915585       0.2395667597
187181  748724.00      -101.0881       0.2294053721       0.2405817782
187182  748728.00       104.2713       0.2286156926       0.2389488930
187183  748732.00      -101.3765       0.2281167728       0.2377258014
187184  748736.00      -101.4107       0.2269788826       0.2365004404
187185  748740.00        98.8339       0.2261475554       0.2371409026
187186  748744.00       -97.8434       0.2259905564       0.2381088063
187187  748748.00        99.0262       0.2258736027       0.2369123656
187188  748752.00      -102.9355       0.2260652038       0.2360814031
187189  748756.00       108.0144       0.2259539389       0.2362470350
187190  748760.00       111.5030       0.2260631868       0.2385133796
187191  748764.00       112.3075       0.2267127260       0.2403466721
187192  748768.00      -111.1784       0.2270717447       0.2389384505
187193  748772.00      -112.6573       0.2274898346       0.2378595053
187194  748776.00       111.6921       0.2277567974       0.2376046777
187195  748780.00      -109.8376       0.2283714690       0.2398550147
187196  748784.00            nan                nan                nan
187197  748788.00        91.6818       0.2291376830       0.2410894200
187198  748792.00        89.6797       0.2294182701       0.2378087391
187199  748796.00        92.0351       0.2284361866       0.2352049997
187200  748800.00        90.3547       0.2283371663       0.2351890607
187201  748804.00       -87.0223       0.2288414343       0.2381199432
187202  748808.00        80.9800       0.2284830999       0.2402214221
187203  748812.00        81.4733       0.2277343798       0.2381852332
187204  748816.00       -87.6129       0.2271255504       0.2345565271
187205  748820.00        87.9968       0.2272165978       0.2342818063
187206  748824.00       -81.4813       0.2276623399       0.2359651996
187207  748828.00       -78.2079       0.2283962619       0.2380645775
187208  748832.00       -77.4412       0.2295649561       0.2380931137
187209  748836.00        78.4584       0.2302422585       0.2375807367
187210  748840.00       -81.8783       0.2313766571       0.2390907836
187211  748844.00       -81.9519       0.2321011746       0.2405773400
187212  748848.00       -79.5444       0.2320340129       0.2415725097
187213  748852.00       -81.6494       0.2308101972       0.2388046168
187214  748856.00        81.9733       0.2281145413       0.2349734153
187215  748860.00        75.2896       0.2269696996       0.2334693148
187216  748864.00        66.8020       0.2274784736       0.2335877201
187217  748868.00       -67.9466       0.2291312821       0.2365807572
187218  748872.00            nan                nan                nan
187219  748876.00            nan                nan                nan
187220  748880.00       -66.6753       0.2271340636       0.2350187033
187221  748884.00        61.9086       0.2259088056       0.2345814739
187222  748888.00        63.1363       0.2263151376       0.2360822649
187223  748892.00       -62.1106       0.2272071750       0.2365559228
187224  748896.00        71.2163       0.2273114495       0.2361130476
187225  748900.00       -69.7915       0.2277811424       0.2376825023
187226  748904.00       -63.4432       0.2288758889       0.2397294728
187227  748908.00        60.0285       0.2301442508       0.2409827325
187228  748912.00       -58.5415       0.2307019677       0.2391166562
187229  748916.00        60.3156       0.2295638327       0.2359757279
187230  748920.00        60.7701       0.2278314483       0.2338116357
187231  748924.00        55.9665       0.2286986514       0.2346715398
187232  748928.00        56.2571       0.2305824663       0.2382612356
187233  748932.00        58.6094       0.2309476188       0.2394214335
187234  748936.00       -56.2715       0.2296368822       0.2369206715
187235  748940.00        61.2725       0.2261331031       0.2338375491
187236  748944.00        53.3632       0.2241032206       0.2331665566
187237  748948.00        47.0001       0.2247187257       0.2349271906
187238  748952.00        48.0824       0.2263992864       0.2358811743
187239  748956.00       -42.9559       0.2286666683       0.2366001834
187240  748960.00       -44.1247       0.2289245522       0.2363295907
187241  748964.00       -41.0767       0.2283789757       0.2372083143
187242  748968.00       -40.3784       0.2287772141       0.2385422147
187243  748972.00        47.1584       0.2285137343       0.2358762109
187244  748976.00        48.2898       0.2279319815       0.2343330024
187245  748980.00       -46.9571       0.2263637518       0.2342753960
187246  748984.00        44.7455       0.2246278405       0.2357545469
187247  748988.00        42.9658       0.2259812755       0.2388849981
187248  748992.00        44.4529       0.2284809862       0.2380855755
187249  748996.00       -44.9395       0.2291913216       0.2342314595
187250  749000.00       -46.2973       0.2268543092       0.2303168095
187251  749004.00        38.6135       0.2244210226       0.2290838263
187252  749008.00       -39.2138       0.2223142959       0.2339047674
187253  749012.00        22.0996       0.2235939555       0.2374748470
187254  749016.00       -31.5919       0.2256471034       0.2380097023
187255  749020.00       -37.6244       0.2269737152       0.2358132564
187256  749024.00        33.0956       0.2263507836       0.2336327033
187257  749028.00       -27.4752       0.2244821922       0.2343415550
187258  749032.00        29.6429       0.2244369143       0.2352865614
187259  749036.00        31.7087       0.2259979228       0.2352729951
187260  749040.00        28.6299       0.2281446428       0.2342029732
187261  749044.00       -31.1195       0.2303708327       0.2346805582
187262  749048.00       -27.3390       0.2302369789       0.2365383264
